,0
CMSI,0.23519716312389147
Aluminum_shock_20d,0.21222191381375158
USD_shock_20d,0.16313378672279719
VIX_shock_20d,0.12378498332282033
Oil_shock_20d,0.10343211860571813
Gold_shock_20d,0.08350678241143003
Copper_shock_20d,0.07872325199959113
